"key","message","comment","context"
"Equatorial Guinea","Guinée équatoriale",,
"Eritrea","Érythrée",,
"Estonia","Estonie",,
"Eswatini","Eswatini",,
"Ethiopia","Éthiopie",,
"Falkland Islands","Îles Malouines",,
"Faroe Islands","Îles Féroé",,
"Fiji","Fidji",,
"Finland","Finlande",,
"France","France",,
"French Guiana","Guyane",,
"French Polynesia","Polynésie française",,
"Gabon","Gabon",,
"Gambia","Gambie",,
"Georgia","Géorgie",,
"Germany","Allemagne",,
"Ghana","Ghana",,
"Gibraltar","Gibraltar",,
"Greece","Grèce",,
"Greenland","Groenland",,
"Grenada","Grenade",,
"Guadeloupe","Guadeloupe",,
"Guam","Guam",,
"Guatemala","Guatemala",,
"Guernsey","Guernesey",,
"Guinea-Bissau","Guinée-Bissau",,
"Guinea","Guinée",,
"Guyana","Guyana",,
"Haiti","Haïti",,
"Honduras","Honduras",,
"Hong Kong","Hong Kong",,
"Hungary","Hongrie",,
"Iceland","Islande",,
"India","Inde",,
"Indonesia","Indonésie",,
"Iran","Iran",,
"Iraq","Irak",,
"Ireland","Irlande",,
"Isle of Man","Île de Man",,
"Israel","Israël",,
"Italy","Italie",,
"Jamaica","Jamaïque",,
"Japan","Japon",,
"Jersey","Jersey",,
"Jordan","Jordanie",,
"Kazakhstan","Kazakhstan",,
"Kenya","Kenya",,
"Kiribati","Kiribati",,
"Kosovo","Kosovo",,
"Kuwait","Koweït",,
"Kyrgyzstan","Kirghizistan",,
"Laos","Laos",,
"Latvia","Lettonie",,
"Lebanon","Liban",,
"Lesotho","Lesotho",,
"Liberia","Liberia",,
"Libya","Libye",,
"Liechtenstein","Liechtenstein",,
"Lithuania","Lituanie",,
"Luxembourg","Luxembourg",,
"Macau","Macao",,
"Macedonia (FYROM)","Macédoine du Nord",,
"Madagascar","Madagascar",,
"Malawi","Malawi",,
"Malaysia","Malaisie",,
"Maldives","Maldives",,
"Mali","Mali",,
"Malta","Malte",,
"Marshall Islands","Îles Marshall",,
"Martinique","Martinique",,
"Mauritania","Mauritanie",,
"Mauritius","Maurice",,
"Mayotte","Mayotte",,
"Mexico","Mexique",,
"Micronesia","Micronésie",,
"Moldova","Moldavie",,
"Monaco","Monaco",,
"Mongolia","Mongolie",,
"Montenegro","Monténégro",,
"Montserrat","Montserrat",,
"Morocco","Maroc",,
"Mozambique","Mozambique",,
"Myanmar (Burma)","Birmanie",,
"Namibia","Namibie",,
"Nauru","Nauru",,
"Nepal","Népal",,
"Netherlands","Pays-Bas",,
"New Caledonia","Nouvelle-Calédonie",,
"New Zealand","Nouvelle-Zélande",,
"Nicaragua","Nicaragua",,
"Niger","Niger",,
"Nigeria","Nigeria",,
"Niue","Niue",,
"Norfolk Island","Île Norfolk",,
"North Korea","Corée du Nord",,
"Northern Mariana Islands","Îles Mariannes du Nord",,
"Norway","Norvège",,
"Oman","Oman",,
"Pakistan","Pakistan",,
"Palau","Palaos",,
"Palestine","Palestine",,
"Panama","Panama",,
"Papua New Guinea","Papouasie-Nouvelle-Guinée",,
"Paraguay","Paraguay",,
"Peru","Pérou",,
"Philippines","Philippines",,
"Poland","Pologne",,
"Portugal","Portugal",,
"Puerto Rico","Porto Rico",,
"Qatar","Qatar",,
"Réunion","Réunion",,
"Romania","Roumanie",,
"Russia","Russie",,
"Rwanda","Rwanda",,
"Saint Barthélemy","Saint-Barthélemy",,
"Saint Helena","Sainte-Hélène",,
"Saint Kitts and Nevis","Saint-Christophe-et-Niévès",,
"Saint Lucia","Sainte-Lucie",,
"Saint Martin","Saint-Martin (Antilles françaises)",,
"Saint Pierre and Miquelon","Saint-Pierre-et-Miquelon",,
"Saint Vincent and the Grenadines","Saint-Vincent-et-les-Grenadines",,
"Samoa","Samoa",,
"San Marino","Saint-Marin",,
"São Tomé and Príncipe","Sao Tomé-et-Principe",,
"Saudi Arabia","Arabie saoudite",,
"Senegal","Sénégal",,
"Serbia","Serbie",,
"Seychelles","Seychelles",,
"Sierra Leone","Sierra Leone",,
"Singapore","Singapour",,
"Sint Maarten","Saint-Martin (royaume des Pays-Bas)",,
"Slovakia","Slovaquie",,
"Slovenia","Slovénie",,
"Solomon Islands","Îles Salomon",,
"Somalia","Somalie",,
"South Africa","Afrique du Sud",,
"South Korea","Corée du Sud",,
"South Sudan","Soudan du Sud",,
"Spain","Espagne",,
"Sri Lanka","Sri Lanka",,
"Sudan","Soudan",,
"Suriname","Suriname",,
"Svalbard and Jan Mayen","Svalbard et Jan Mayen",,
"Sweden","Suède",,
"Switzerland","Suisse",,
"Syria","Syrie",,
"Taiwan","Taïwan",,
"Tajikistan","Tadjikistan",,
"Tanzania","Tanzanie",,
"Thailand","Thaïlande",,
"Timor-Leste","Timor oriental",,
"Togo","Togo",,
"Tokelau","Tokelau",,
"Tonga","Tonga",,
"Trinidad and Tobago","Trinité-et-Tobago",,
"Tunisia","Tunisie",,
"Turkey","Turquie",,
"Turkmenistan","Turkménistan",,
"Turks and Caicos Islands","Îles Turques-et-Caïques",,
"Tuvalu","Tuvalu",,
"U.S. Virgin Islands","Îles Vierges des États-Unis",,
"Uganda","Ouganda",,
"Ukraine","Ukraine",,
"United Arab Emirates","Émirats arabes unis",,
"United Kingdom","Royaume-Uni",,
"United States","États-Unis",,
"Uruguay","Uruguay",,
"Uzbekistan","Ouzbékistan",,
"Vanuatu","Vanuatu",,
"Vatican City","Vatican",,
"Venezuela","Venezuela",,
"Vietnam","Viêt Nam",,
"Wallis and Futuna","Wallis-et-Futuna",,
"Western Sahara","Sahara occidental",,
"Yemen","Yémen",,
"Zambia","Zambie",,
"Zimbabwe","Zimbabwe",,
